datetime,timestamp,user_id,level,task,hr,gsr,rr,temperature,TLX_mental_demand,TLX_physical_demand,TLX_temporal_demand,TLX_performance,TLX_effort,TLX_frustration,points,subjective_diff,subjective_fun,click_per_second
2019-05-30 08:30:22.756,1559205022756,1898y,2,snake,75,0.1952362358453729,0.862784,30.98,14,13,17,6,13,10,0,15,17,0.2
2019-05-30 08:30:23.757,1559205023757,1898y,2,snake,74,0.20048115477145148,0.80886,30.98,14,13,17,6,13,10,0,15,17,0.2
2019-05-30 08:30:24.759,1559205024759,1898y,2,snake,72,0.20296326364927947,0.7366848,30.98,14,13,17,6,13,10,0,15,17,0.2
2019-05-30 08:30:25.760,1559205025760,1898y,2,snake,73,0.2039983680130559,0.680272,30.98,14,13,17,6,13,10,0,15,17,0.0
2019-05-30 08:30:26.764,1559205026764,1898y,2,snake,73,0.20648358455502788,0.721752,30.98,14,13,17,6,13,10,0,15,17,0.0
2019-05-30 08:30:27.768,1559205027768,1898y,2,snake,73,0.20721094073767096,0.8074773333333333,30.98,14,13,17,6,13,10,0,15,17,0.0
2019-05-30 08:30:28.767,1559205028767,1898y,2,snake,73,0.20968756552736423,0.837896,30.98,14,13,17,6,13,10,0,15,17,0.0
2019-05-30 08:30:29.768,1559205029768,1898y,2,snake,74,0.21150592216582065,0.825452,30.98,14,13,17,6,13,10,0,15,17,0.0
2019-05-30 08:30:30.770,1559205030770,1898y,2,snake,74,0.21294718909710392,0.792268,30.98,14,13,17,6,13,10,0,15,17,0.8
2019-05-30 08:30:31.769,1559205031769,1898y,2,snake,73,0.21473051320592657,0.750788,30.98,14,13,17,6,13,10,100,15,17,0.8
2019-05-30 08:30:32.769,1559205032769,1898y,2,snake,73,0.2183406113537118,0.775676,30.98,14,13,17,6,13,10,100,15,17,0.8
2019-05-30 08:30:33.769,1559205033769,1898y,2,snake,74,0.22237046920169,0.821304,30.98,14,13,17,6,13,10,100,15,17,0.8
2019-05-30 08:30:34.772,1559205034772,1898y,2,snake,74,0.2249212775528565,0.8738453333333333,30.98,14,13,17,6,13,10,0,15,17,0.8
2019-05-30 08:30:35.770,1559205035770,1898y,2,snake,73,0.22675736961451248,0.91256,30.98,14,13,17,6,13,10,0,15,17,1.2
2019-05-30 08:30:36.771,1559205036771,1898y,2,snake,72,0.22893772893772893,1.0010506666666668,30.98,14,13,17,6,13,10,0,15,17,1.2
2019-05-30 08:30:37.770,1559205037770,1898y,2,snake,71,0.2304147465437788,0.9899893333333334,30.99,14,13,17,6,13,10,0,15,17,1.2
2019-05-30 08:30:38.770,1559205038770,1898y,2,snake,71,0.23304591004427871,0.9291519999999999,30.99,14,13,17,6,13,10,0,15,17,1.2
2019-05-30 08:30:39.770,1559205039770,1898y,2,snake,70,0.23485204321277595,0.813008,30.99,14,13,17,6,13,10,100,15,17,1.2
2019-05-30 08:30:40.796,1559205040796,1898y,2,snake,70,0.235626767200754,0.837896,30.99,14,13,17,6,13,10,100,15,17,1.6
2019-05-30 08:30:41.798,1559205041798,1898y,2,snake,70,0.23747328425552125,0.846192,30.99,14,13,17,6,13,10,100,15,17,1.6
2019-05-30 08:30:42.798,1559205042798,1898y,2,snake,72,0.23934897079942558,0.8461919999999999,30.99,14,13,17,6,13,10,100,15,17,1.6
2019-05-30 08:30:43.799,1559205043799,1898y,2,snake,71,0.24125452352231605,0.8185386666666666,30.99,14,13,17,6,13,10,200,15,17,1.6
2019-05-30 08:30:44.798,1559205044798,1898y,2,snake,71,0.24125452352231605,0.813008,30.99,14,13,17,6,13,10,200,15,17,1.6
2019-05-30 08:30:45.798,1559205045798,1898y,2,snake,71,0.24390243902439024,0.8337479999999999,30.99,14,13,17,6,13,10,200,15,17,1.0
2019-05-30 08:30:46.798,1559205046798,1898y,2,snake,71,0.2450379808870375,0.8461919999999999,30.99,14,13,17,6,13,10,200,15,17,1.0
2019-05-30 08:30:47.801,1559205047801,1898y,2,snake,70,0.2457606291472106,0.8669319999999999,30.99,14,13,17,6,13,10,0,15,17,1.0
2019-05-30 08:30:48.801,1559205048801,1898y,2,snake,69,0.24691358024691357,0.8683146666666666,30.99,14,13,17,6,13,10,0,15,17,1.0
2019-05-30 08:30:49.802,1559205049802,1898y,2,snake,69,0.24764735017335315,0.8572533333333333,30.99,14,13,17,6,13,10,0,15,17,1.0
2019-05-30 08:30:50.801,1559205050801,1898y,2,snake,69,0.24764735017335315,0.7466400000000001,30.99,14,13,17,6,13,10,0,15,17,0.8
2019-05-30 08:30:51.810,1559205051810,1898y,2,snake,69,0.25068939583855604,0.7134560000000001,30.99,14,13,17,6,13,10,100,15,17,0.8
2019-05-30 08:30:52.810,1559205052810,1898y,2,snake,70,0.25113008538422904,0.7134560000000001,30.99,14,13,17,6,13,10,100,15,17,0.8
2019-05-30 08:30:53.810,1559205053810,1898y,2,snake,70,0.25113008538422904,0.837896,30.99,14,13,17,6,13,10,200,15,17,0.8
2019-05-30 08:30:54.810,1559205054810,1898y,2,snake,70,0.25303643724696356,0.8793759999999999,30.99,14,13,17,6,13,10,200,15,17,0.8
2019-05-30 08:30:55.811,1559205055811,1898y,2,snake,70,0.2541942043721403,0.8835239999999999,30.99,14,13,17,6,13,10,200,15,17,1.2
2019-05-30 08:30:56.811,1559205056811,1898y,2,snake,70,0.2560819462227913,0.8185386666666666,30.99,14,13,17,6,13,10,200,15,17,1.2
2019-05-30 08:30:57.812,1559205057812,1898y,2,snake,70,0.2572678157962439,0.7853546666666666,30.99,14,13,17,6,13,10,200,15,17,1.2
2019-05-30 08:30:58.812,1559205058812,1898y,2,snake,70,0.25839793281653745,0.7881199999999999,30.99,14,13,17,6,13,10,200,15,17,1.2
2019-05-30 08:30:59.813,1559205059813,1898y,2,snake,70,0.2595380223202699,0.8213039999999999,30.99,14,13,17,6,13,10,300,15,17,1.2
2019-05-30 08:31:00.813,1559205060813,1898y,2,snake,70,0.25994281258123214,0.846192,30.99,14,13,17,6,13,10,400,15,17,1.2
2019-05-30 08:31:01.815,1559205061815,1898y,2,snake,71,0.26109660574412535,0.813008,30.99,14,13,17,6,13,10,0,15,17,1.2
2019-05-30 08:31:02.816,1559205062816,1898y,2,snake,71,0.26109660574412535,0.7549359999999999,30.99,14,13,17,6,13,10,0,15,17,1.2
2019-05-30 08:31:03.815,1559205063815,1898y,2,snake,71,0.26226068712300027,0.7134560000000001,30.99,14,13,17,6,13,10,0,15,17,1.2
2019-05-30 08:31:04.821,1559205064821,1898y,2,snake,76,0.26226068712300027,0.7134559999999999,30.99,14,13,17,6,13,10,0,15,17,1.2
2019-05-30 08:31:05.830,1559205065830,1898y,2,snake,76,0.2646202699126753,0.7341960000000001,30.99,14,13,17,6,13,10,0,15,17,0.8
2019-05-30 08:31:06.829,1559205066829,1898y,2,snake,76,0.2658160552897395,0.759084,30.99,14,13,17,6,13,10,100,15,17,0.8
2019-05-30 08:31:07.829,1559205067829,1898y,2,snake,77,0.2669514148424987,0.8240693333333332,31.01,14,13,17,6,13,10,0,15,17,0.8
2019-05-30 08:31:08.830,1559205068830,1898y,2,snake,77,0.26659557451346305,1.0231733333333333,31.01,14,13,17,6,13,10,0,15,17,0.8
2019-05-30 08:31:09.831,1559205069831,1898y,2,snake,76,0.2677376171352075,1.028704,31.01,14,13,17,6,13,10,0,15,17,0.8
2019-05-30 08:31:10.831,1559205070831,1898y,2,snake,76,0.26852846401718583,1.0176426666666667,31.01,14,13,17,6,13,10,0,15,17,1.0
2019-05-30 08:31:11.831,1559205071831,1898y,2,snake,75,0.270929287455974,0.8240693333333334,31.01,14,13,17,6,13,10,0,15,17,1.0
2019-05-30 08:31:12.832,1559205072832,1898y,2,snake,75,0.271665308340125,0.842044,31.01,14,13,17,6,13,10,0,15,17,1.0
2019-05-30 08:31:13.832,1559205073832,1898y,2,snake,75,0.27129679869777534,0.85034,31.01,14,13,17,6,13,10,0,15,17,1.0
2019-05-30 08:31:14.833,1559205074833,1898y,2,snake,75,0.271665308340125,0.8461919999999999,31.01,14,13,17,6,13,10,100,15,17,1.0
2019-05-30 08:31:15.833,1559205075833,1898y,2,snake,74,0.2732987154960372,0.8572533333333333,31.01,14,13,17,6,13,10,100,15,17,0.8
2019-05-30 08:31:16.833,1559205076833,1898y,2,snake,74,0.27367268746579093,0.8406613333333333,31.01,14,13,17,6,13,10,200,15,17,0.8
2019-05-30 08:31:17.835,1559205077835,1898y,2,snake,73,0.2756339581036384,0.80886,31.01,14,13,17,6,13,10,200,15,17,0.8
